loss,accuracy,val_loss,val_accuracy
0.7384116053581238,0.5123412609100342,0.6815051436424255,0.8738738894462585
0.6985334157943726,0.5729690790176392,0.6669172644615173,0.8882882595062256
0.6712796688079834,0.6079559326171875,0.6532889008522034,0.8918918967247009
0.6530056595802307,0.6484543681144714,0.6380938291549683,0.8792792558670044
0.641192615032196,0.6606757640838623,0.6222670674324036,0.8810811042785645
0.615203320980072,0.693026602268219,0.6057196855545044,0.8810811042785645
0.6154288649559021,0.6992571353912354,0.5888676047325134,0.8684684634208679
0.5940603613853455,0.7280133962631226,0.5664833188056946,0.8558558821678162
0.5783154964447021,0.7383177280426025,0.5480505228042603,0.8540540337562561
0.5724576115608215,0.7493410110473633,0.5365781188011169,0.8504504561424255
0.5625485181808472,0.7519769668579102,0.5262073874473572,0.8432432413101196
0.5568023920059204,0.7601246237754822,0.5170449018478394,0.8432432413101196
0.5408456325531006,0.7768990993499756,0.5077272057533264,0.8450450301170349
0.5369718670845032,0.7862449288368225,0.4983654022216797,0.8522522449493408
0.5314484238624573,0.7874431014060974,0.5025622844696045,0.8414414525032043
0.5165929794311523,0.7999041676521301,0.495808482170105,0.8486486673355103
0.517194390296936,0.7953510880470276,0.4992726445198059,0.8450450301170349
0.49441683292388916,0.8090103268623352,0.48297548294067383,0.8558558821678162
0.4910133183002472,0.8152408599853516,0.47869905829429626,0.8540540337562561
0.473204642534256,0.8277018666267395,0.4681641161441803,0.8576576709747314
0.46628525853157043,0.8300982713699341,0.45640137791633606,0.8648648858070374
0.45670753717422485,0.8384854793548584,0.4480236768722534,0.8702702522277832
0.4521126449108124,0.8425593376159668,0.43690913915634155,0.8720721006393433
0.43526244163513184,0.8578959703445435,0.42668789625167847,0.8738738894462585
0.4299387037754059,0.8578959703445435,0.41382861137390137,0.8810811042785645
0.4127551317214966,0.8612508773803711,0.4135115146636963,0.8792792558670044
0.41109195351600647,0.8648454546928406,0.40336132049560547,0.884684681892395
0.3881996273994446,0.880901038646698,0.37775978446006775,0.8918918967247009
0.38204681873321533,0.8840162754058838,0.37372440099716187,0.8954954743385315
0.3688541054725647,0.8933621048927307,0.36588922142982483,0.9009009003639221
0.3576415479183197,0.8988736867904663,0.35826101899147034,0.8990991115570068
0.3430130183696747,0.9019889831542969,0.36010006070137024,0.8954954743385315
0.3328622281551361,0.910376250743866,0.34138041734695435,0.908108115196228
0.317313015460968,0.9225976467132568,0.3182543218135834,0.9117116928100586
0.3107479214668274,0.9199616312980652,0.3132178783416748,0.9243243336677551
0.29581519961357117,0.9283488988876343,0.31198692321777344,0.9261261224746704
0.2821256220340729,0.9350587129592896,0.29849717020988464,0.929729700088501
0.2755105495452881,0.9336208701133728,0.2937677502632141,0.929729700088501
0.2596767246723175,0.9417685270309448,0.29108926653862,0.9261261224746704
0.2469891905784607,0.9460819363594055,0.2884756028652191,0.9207206964492798
0.23493079841136932,0.9482386708259583,0.28981533646583557,0.9207206964492798
0.21963319182395935,0.9568655490875244,0.3004642128944397,0.9225225448608398
0.2140846699476242,0.9580637216567993,0.29223716259002686,0.9189189076423645
0.20047082006931305,0.960699737071991,0.28863435983657837,0.9243243336677551
0.1954190582036972,0.9616582989692688,0.31033334136009216,0.9153153300285339
0.18255779147148132,0.9666906595230103,0.30981534719467163,0.9135135412216187
0.17059533298015594,0.9686077237129211,0.3206479847431183,0.9027026891708374
0.16435731947422028,0.9659717082977295,0.3124917447566986,0.9045044779777527
0.1531541496515274,0.971004068851471,0.358989417552948,0.8828828930854797
0.14862455427646637,0.9734004139900208,0.34717169404029846,0.8828828930854797
0.14258117973804474,0.9743589758872986,0.30598294734954834,0.9009009003639221
0.13241739571094513,0.9724419116973877,0.36537790298461914,0.8738738894462585
0.12058305740356445,0.9777138829231262,0.3446963131427765,0.8828828930854797
0.11839507520198822,0.9803498387336731,0.3458596169948578,0.8828828930854797
0.11041770130395889,0.9805895090103149,0.33506327867507935,0.884684681892395
0.10083335638046265,0.9813084006309509,0.3632943332195282,0.8810811042785645
0.0970701351761818,0.979870617389679,0.35052797198295593,0.8828828930854797
0.09053464978933334,0.9822669625282288,0.32645344734191895,0.8864864706993103
0.08250996470451355,0.9872993230819702,0.33489900827407837,0.884684681892395
0.0808117464184761,0.9810687899589539,0.3529573380947113,0.8792792558670044
