loss,accuracy,val_loss,val_accuracy
0.6928479075431824,0.5080996751785278,0.6924017667770386,0.5574766397476196
0.6918424963951111,0.5412772297859192,0.6914938688278198,0.5761682391166687
0.6910634636878967,0.5602803826332092,0.6905050277709961,0.5476635694503784
0.6900216937065125,0.5688473582267761,0.6894348859786987,0.5397196412086487
0.6886863112449646,0.5876947045326233,0.6881505250930786,0.5392523407936096
0.6875813007354736,0.5792834758758545,0.686541736125946,0.5462616682052612
0.6852202415466309,0.5971962809562683,0.6843994855880737,0.5677570104598999
0.6824964284896851,0.631619930267334,0.6814370155334473,0.6257009506225586
0.6792316436767578,0.6605919003486633,0.6772038340568542,0.7266355156898499
0.6738043427467346,0.7333333492279053,0.6705436110496521,0.8112149238586426
0.6652630567550659,0.777725875377655,0.6600126028060913,0.7827102541923523
0.6532580256462097,0.754205584526062,0.6469627022743225,0.7224299311637878
0.6410039067268372,0.7285046577453613,0.6347331404685974,0.7257009148597717
0.6294134855270386,0.735981285572052,0.6225239634513855,0.7355140447616577
0.6166414618492126,0.7596573233604431,0.6097513437271118,0.7574766278266907
0.6021026968955994,0.763707160949707,0.5964757800102234,0.7644859552383423
0.5891048908233643,0.7803738117218018,0.5828216075897217,0.7696261405944824
0.575404942035675,0.7813084125518799,0.5685206651687622,0.781775712966919
0.5617247819900513,0.7931464314460754,0.5542529821395874,0.781775712966919
0.5472849011421204,0.8003115057945251,0.5394219160079956,0.7887850403785706
0.5333753824234009,0.8035825490951538,0.5250681638717651,0.7943925261497498
0.521321177482605,0.8062305450439453,0.5111103653907776,0.7971962690353394
0.5045759081840515,0.813395619392395,0.49702438712120056,0.8065420389175415
0.4936370849609375,0.8130841255187988,0.48366135358810425,0.8084112405776978
0.47897854447364807,0.8221184015274048,0.4723590016365051,0.8102803826332092
0.4707217216491699,0.8250778913497925,0.46031704545021057,0.8149532675743103
0.45921388268470764,0.8300623297691345,0.4510689675807953,0.8154205679893494
0.45101895928382874,0.8303738236427307,0.4405188262462616,0.827102780342102
0.43888047337532043,0.8381620049476624,0.43183276057243347,0.8214953541755676
0.4256131947040558,0.840654194355011,0.4221581816673279,0.8294392228126526
0.422023206949234,0.841433048248291,0.4145963191986084,0.8308411240577698
0.41288095712661743,0.8470404744148254,0.406125009059906,0.8345794677734375
0.4047796130180359,0.8520249128341675,0.3985951542854309,0.8373831510543823
0.3949795663356781,0.853894054889679,0.39202162623405457,0.8392523527145386
0.3897484242916107,0.8556074500083923,0.3846700191497803,0.8425233364105225
0.3807781934738159,0.8574766516685486,0.3782528340816498,0.8448598384857178
0.36890363693237305,0.8654205799102783,0.37138620018959045,0.8485981225967407
0.3652174174785614,0.868380069732666,0.3651057183742523,0.8537383079528809
0.36023229360580444,0.8661993741989136,0.35956457257270813,0.8514018654823303
0.3549822270870209,0.8718068599700928,0.35323265194892883,0.8602803945541382
0.34673187136650085,0.8752336502075195,0.3482506275177002,0.8584111928939819
0.3411187529563904,0.8772585391998291,0.3418755531311035,0.8644859790802002
0.33462101221084595,0.8792834877967834,0.3363497853279114,0.8663551211357117
0.32827696204185486,0.8841121792793274,0.3313739001750946,0.8724299073219299
0.3196047842502594,0.8845794200897217,0.3267640769481659,0.8738317489624023
0.31716659665107727,0.8864486217498779,0.3207063674926758,0.8794392347335815
0.3075273036956787,0.8936136960983276,0.31611794233322144,0.8785046935081482
0.30446261167526245,0.8943925499916077,0.31141841411590576,0.8794392347335815
0.3010655343532562,0.8940809965133667,0.30620378255844116,0.8841121792793274
0.28880658745765686,0.900155782699585,0.303844690322876,0.8803738355636597
0.2869604825973511,0.9018691778182983,0.2974850535392761,0.8845794200897217
0.2811555862426758,0.9012461304664612,0.2929478585720062,0.8869158625602722
0.2729704678058624,0.9049844145774841,0.289562463760376,0.8883177638053894
0.27105432748794556,0.9070093631744385,0.2850247919559479,0.8887850642204285
0.268311083316803,0.9059190154075623,0.2827231287956238,0.891121506690979
0.2581642270088196,0.9118379950523376,0.27773550152778625,0.8934579491615295
0.25706619024276733,0.913084089756012,0.2747567296028137,0.8920560479164124
0.24999353289604187,0.9132398962974548,0.2819104492664337,0.8827102780342102
0.24549804627895355,0.9171339273452759,0.2675894498825073,0.8981308341026306
0.24126110970973969,0.918380081653595,0.2644246816635132,0.8976635336875916
0.2381744682788849,0.9188473224639893,0.26149192452430725,0.8985981345176697
0.23069657385349274,0.9221183657646179,0.25893136858940125,0.9046729207038879
0.22800981998443604,0.9214953184127808,0.2557418644428253,0.9014018774032593
0.22749106585979462,0.9219626188278198,0.2533206045627594,0.9018691778182983
0.22253726422786713,0.9242990612983704,0.2507779002189636,0.9051401615142822
0.21476906538009644,0.9264797568321228,0.24965138733386993,0.9060747623443604
0.20871596038341522,0.9302180409431458,0.25189152359962463,0.8990654349327087
0.21019300818443298,0.9253894090652466,0.24391527473926544,0.90887850522995
0.20492668449878693,0.9292834997177124,0.24438074231147766,0.9032710194587708
0.20459547638893127,0.9292834997177124,0.24123133718967438,0.9060747623443604
0.1973031759262085,0.9334890842437744,0.2383759617805481,0.9060747623443604
0.19647462666034698,0.9353582262992859,0.23677971959114075,0.9060747623443604
0.19238606095314026,0.9331775903701782,0.2436211109161377,0.9037383198738098
0.18989123404026031,0.9359813332557678,0.23394380509853363,0.9060747623443604
0.18349014222621918,0.9345794320106506,0.2314135879278183,0.9102803468704224
0.18376444280147552,0.936604380607605,0.23001447319984436,0.909345805644989
0.17874787747859955,0.9389408230781555,0.22850152850151062,0.9102803468704224
0.17901203036308289,0.9361370801925659,0.22718195617198944,0.9121495485305786
0.1763606071472168,0.9419003129005432,0.22613975405693054,0.9121495485305786
0.1736178994178772,0.9381619691848755,0.226309135556221,0.9102803468704224
0.17027786374092102,0.9431464076042175,0.22395744919776917,0.9126168489456177
0.16709402203559875,0.9422118663787842,0.22350305318832397,0.9116822481155396
0.16629214584827423,0.9447040557861328,0.2244657725095749,0.9102803468704224
0.16317451000213623,0.9445483088493347,0.22132258117198944,0.913551390171051
0.15770374238491058,0.9478192925453186,0.2206365168094635,0.9116822481155396
0.1558373123407364,0.9478192925453186,0.22077247500419617,0.9144859910011292
0.15634660422801971,0.9464174509048462,0.21804702281951904,0.9140186905860901
0.15271136164665222,0.9467289447784424,0.21742665767669678,0.9168224334716797
0.15236130356788635,0.9473520517349243,0.2191721349954605,0.9149532914161682
0.14623382687568665,0.9506230354309082,0.2163764238357544,0.9168224334716797
0.14507542550563812,0.9515576362609863,0.21523649990558624,0.9149532914161682
0.14223459362983704,0.9532710313796997,0.21555781364440918,0.913551390171051
0.14199310541152954,0.9504672884941101,0.21409796178340912,0.9158878326416016
0.14144575595855713,0.9509345889091492,0.2136142998933792,0.9168224334716797
0.1373945027589798,0.9523364305496216,0.2136218547821045,0.9149532914161682
0.13584299385547638,0.9554517269134521,0.2124062329530716,0.9163551330566406
0.135475292801857,0.9552959203720093,0.21326844394207,0.9191588759422302
0.13237303495407104,0.9570093750953674,0.2115749567747116,0.9177570343017578
0.12842704355716705,0.9557632207870483,0.21158692240715027,0.9168224334716797
0.12648725509643555,0.9601246118545532,0.218577578663826,0.9177570343017578
0.12598742544651031,0.9598130583763123,0.21103541553020477,0.9177570343017578
0.1252571940422058,0.9565420746803284,0.2105635404586792,0.9182242751121521
0.12393589317798615,0.9605919122695923,0.20995160937309265,0.9172897338867188
0.12239549309015274,0.9584112167358398,0.21090874075889587,0.9200934767723083
0.12515133619308472,0.9570093750953674,0.2102201133966446,0.9186915755271912
0.1166112869977951,0.9612149596214294,0.2110234647989273,0.9219626188278198
0.1155673936009407,0.9633956551551819,0.2101726084947586,0.9191588759422302
0.11722297966480255,0.9615264534950256,0.21005409955978394,0.9196261763572693
0.1149391308426857,0.9613707065582275,0.21148681640625,0.9210280179977417
0.11265718191862106,0.9649532437324524,0.20918653905391693,0.9196261763572693
0.10936153680086136,0.9666666388511658,0.2094077616930008,0.9200934767723083
